"","id_FFB","Group","Family","Genus","Species","taxon_name","Author","reference","publication","publicationYear","bhlLink","remarks","doi","id_IPNI","url_IPNI"
"11","43411","Gimnospermas","Araucariaceae","Araucaria","brasiliana","Araucaria brasiliana","A.Rich.","Dict. Class. Hist. Nat. [Bory] i. 512. ","Dict. Class. Hist. Nat. [Bory]",NA,NA,NA,NA,"261685-1","www.ipni.org/n/261685-1"
"12","617218","Gimnospermas","Araucariaceae","Araucaria","brasiliana","Araucaria brasiliana","Lam.","Dict. Class. Hist. Nat. [Bory] i. 512. ","Dict. Class. Hist. Nat. [Bory]",NA,NA,NA,NA,"261685-1","www.ipni.org/n/261685-1"
"13","617187","Gimnospermas","Araucariaceae","Araucaria","brasiliensis","Araucaria brasiliensis","A.Rich.",NA,NA,NA,NA,NA,NA,NA,NA
"14","43413","Gimnospermas","Araucariaceae","Araucaria","brasiliensis","Araucaria brasiliensis","Loudon","Hort. Brit. [Loudon] 403. 1830 ","Hort. Brit. [Loudon]",1830,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1830&rft.spage=403&rft_id=http://www.biodiversitylibrary.org/bibliography/10320&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"261686-1","www.ipni.org/n/261686-1"
"15","609770","Gimnospermas","Araucariaceae","Araucaria","columnaris","Araucaria columnaris","(J.R.Forst.) Hook.","Bot. Mag. 78: t. 4635. 1852 ","Bot. Mag.",1852,NA,NA,NA,"261688-1","www.ipni.org/n/261688-1"
"16","617189","Gimnospermas","Araucariaceae","Araucaria","cookii","Araucaria cookii","R.Br. ex D.Don","Trans. Linn. Soc. London 18(2): 164. 1839 [1841 publ. 7-30 May 1839] ","Trans. Linn. Soc. London",1839,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1839&rft.issue=2&rft.spage=164&rft.volume=18&rft_id=http://www.biodiversitylibrary.org/bibliography/683&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"261689-1","www.ipni.org/n/261689-1"
"17","617188","Gimnospermas","Araucariaceae","Araucaria","cookii","Araucaria cookii","R.Br. ex Endl.","Syn. Conif. 188. 1847 [May-Jun 1847] ","Syn. Conif.",1847,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1847&rft.spage=188&rft_id=http://www.biodiversitylibrary.org/bibliography/15336&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004","Name validated by reference to part of Forster's description of Cupressus columnaris. Endlicher excluded the non-typical (Norfolk Island) element of C. columnaris from Araucaria cookii, but included the typical (New Caledonia) element. [A.Farjon, pers. comm.]",NA,"77112873-1","www.ipni.org/n/77112873-1"
"18","617214","Gimnospermas","Araucariaceae","Araucaria","cooki","Araucaria cooki","R.Brown ex Endl",NA,NA,NA,NA,NA,NA,NA,NA
"19","617190","Gimnospermas","Araucariaceae","Araucaria","cunninghamii","Araucaria cunninghamii","Aiton ex D.Don","Descr. Pinus [Lambert], ed. 2. 3: t. 79. 1837 ","Descr. Pinus [Lambert], ed. 2.",1837,NA,NA,NA,"77095056-1","www.ipni.org/n/77095056-1"
"20","617191","Gimnospermas","Araucariaceae","Araucaria","cunninghamii","Araucaria cunninghamii","Sweet","Hort. Brit. [Sweet], ed. 2. 475. 1830 ","Hort. Brit. [Sweet], ed. 2.",1830,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1830&rft.spage=475&rft_id=http://www.biodiversitylibrary.org/bibliography/86996&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"261690-1","www.ipni.org/n/261690-1"
"21","43415","Gimnospermas","Araucariaceae","Araucaria","dioica","Araucaria dioica","(Vell.) Stellfeld","Tribuna Farm. 12: 181. 1944 ","Tribuna Farm.",1944,NA,NA,NA,"17532-2","www.ipni.org/n/17532-2"
"22","43416","Gimnospermas","Araucariaceae","Araucaria","elegans","Araucaria elegans","Carrière",NA,NA,NA,NA,NA,NA,NA,NA
"23","617215","Gimnospermas","Araucariaceae","Araucaria","excelsa","Araucaria excelsa","(Lamb.) R.Br.","Hortus Kew. 5: 412. 1813 (1813) ","Hortus Kew.",1813,NA,NA,NA,"77236551-1","www.ipni.org/n/77236551-1"
"24","617195","Gimnospermas","Araucariaceae","Araucaria","excelsa","Araucaria excelsa","(Lamb.) W.T.Aiton",NA,NA,NA,NA,NA,NA,NA,NA
"25","617192","Gimnospermas","Araucariaceae","Araucaria","heterophylla","Araucaria heterophylla","(Salisb.) Franco","An. Inst. Super. Agron., Lisboa xix. 11 (1952), reimpr. ","An. Inst. Super. Agron., Lisboa",NA,NA,NA,NA,"676669-1","www.ipni.org/n/676669-1"
"26","617183","Gimnospermas","Araucariaceae","Araucaria","imbricata","Araucaria imbricata","Pav.","Mem. Acad. Med. Madr. i. (1797) 199. ","Mem. Acad. Med. Madr.",NA,NA,NA,NA,"261698-1","www.ipni.org/n/261698-1"
"27","617197","Gimnospermas","Araucariaceae","Araucaria","lindleyana","Araucaria lindleyana","Van Houtte ex Gordon","Pinetum 24. 1858 ","Pinetum",1858,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1858&rft.spage=24&rft_id=http://www.biodiversitylibrary.org/bibliography/15649&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"261701-1","www.ipni.org/n/261701-1"
"28","43417","Gimnospermas","Araucariaceae","Araucaria","ridolfiana","Araucaria ridolfiana","Pi.Savi","in Atti Firenz. (1841) 458 et 783; et Giorn. Bot. Ital. ii. (1846) fasc. i. 52. ","in Atti Firenz.",NA,NA,NA,NA,"261704-1","www.ipni.org/n/261704-1"
"29","617206","Gimnospermas","Araucariaceae","Araucaria","rulei","Araucaria rulei","F.Muell.","Essay Pl. Coll. E. Fitzalan Exped. Burdekin 19 (1860 vel 1861), in obs. ","Essay Pl. Coll. E. Fitzalan Exped. Burdekin",NA,NA,NA,NA,"92698-1","www.ipni.org/n/92698-1"
"30","43418","Gimnospermas","Araucariaceae","Araucaria","saviana","Araucaria saviana","Parl.","Bull. Soc. Bot. France 8: 89. 1861 ","Bull. Soc. Bot. France",1861,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/250339&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"261706-1","www.ipni.org/n/261706-1"
"31","43420","Gimnospermas","Araucariaceae","Columbea","angustifolia","Columbea angustifolia","Bertol.","Opusc. Sci. iii. (1819) 411. ","Opusc. Sci.",NA,NA,NA,NA,"261859-1","www.ipni.org/n/261859-1"
"32","43421","Gimnospermas","Araucariaceae","Columbea","brasiliana","Columbea brasiliana","(A.Rich.) Carrière","Traité Gén. Conif. ed. 2: 596. 1867 (1867) ","Traité Gén. Conif.",1867,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1867&rft.spage=596&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/17188&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"77239235-1","www.ipni.org/n/77239235-1"
"33","617216","Gimnospermas","Araucariaceae","Columbea","excelsa","Columbea excelsa","Spreng.","Syst. Veg., ed. 16 [Sprengel] 4(2, Cur. Post.): 215. 1827 [Jan-Jun 1827] ","Syst. Veg., ed. 16 [Sprengel]",1827,NA,NA,NA,"261863-1","www.ipni.org/n/261863-1"
"34","617184","Gimnospermas","Araucariaceae","Columbea","quadrifaria","Columbea quadrifaria","Salisb.","Trans. Linn. Soc. London 8: 317. 1807 ","Trans. Linn. Soc. London",1807,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1807&rft.spage=317&rft.volume=8&rft_id=http://www.biodiversitylibrary.org/bibliography/683&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"261865-1","www.ipni.org/n/261865-1"
"35","617199","Gimnospermas","Araucariaceae","Dammara","australis","Dammara australis","D.Don","Descr. Pinus [Lambert] 2: 14. 1824 ","Descr. Pinus [Lambert]",1824,NA,NA,NA,"262034-1","www.ipni.org/n/262034-1"
"36","617204","Gimnospermas","Araucariaceae","Dammara","brownii","Dammara brownii","Lem.","Ill. Hort. ii. (1855) Misc. 60. ","Ill. Hort.",NA,NA,NA,NA,"262035-1","www.ipni.org/n/262035-1"
"37","617202","Gimnospermas","Araucariaceae","Dammara","macrophylla","Dammara macrophylla","Lindl.","J. Hort. Soc. London vi. (1851) 271. ","J. Hort. Soc. London",NA,NA,NA,NA,"262042-1","www.ipni.org/n/262042-1"
"38","617205","Gimnospermas","Araucariaceae","Dammara","robusta","Dammara robusta","C.Moore ex F.Muell.","Trans. Pharm. Soc. Vict. ii. (1860) 174. ","Trans. Pharm. Soc. Vict.",NA,NA,NA,NA,"262052-1","www.ipni.org/n/262052-1"
"39","617213","Gimnospermas","Araucariaceae","Dombeya","araucana","Dombeya araucana","(Molina) Raeusch.","Nomencl. Bot. [Raeusch.] ed. 3, 291. 1797 , as 'Dombeia arancana'","Nomencl. Bot. [Raeusch.]",1797,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/52945676&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"262059-1","www.ipni.org/n/262059-1"
"40","617182","Gimnospermas","Araucariaceae","Dombeya","chilensis","Dombeya chilensis","Lam.","Encycl. [J. Lamarck & al.] 2(1): 301. 1786 [16 Oct 1786] ","Encycl. [J. Lamarck & al.]",1786,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1786&rft.issue=1&rft.spage=301&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/824&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"262060-1","www.ipni.org/n/262060-1"
"41","617194","Gimnospermas","Araucariaceae","Dombeya","excelsa","Dombeya excelsa","Lamb.","Descr. Pinus [Lambert] 87. ","Descr. Pinus [Lambert]",NA,NA,NA,NA,"262061-1","www.ipni.org/n/262061-1"
"42","617217","Gimnospermas","Araucariaceae","Eutacta","excelsa","Eutacta excelsa","(Lamb.) Link","Linnaea 15(6): 544. 1842 [Feb-Mar 1842] ","Linnaea",1842,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/105398&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"262064-1","www.ipni.org/n/262064-1"
"43","617193","Gimnospermas","Araucariaceae","Eutassa","heterophylla","Eutassa heterophylla","Salisb.","Trans. Linn. Soc. London 8: 316. 1807 ","Trans. Linn. Soc. London",1807,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1807&rft.spage=316&rft.volume=8&rft_id=http://www.biodiversitylibrary.org/bibliography/683&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"262072-1","www.ipni.org/n/262072-1"
"44","617219","Gimnospermas","Araucariaceae","Marywildea","bidwillii","Marywildea bidwillii","(Hook.) A.V.Bobrov & Melikyan","Komarovia 4: 58. 2006 ","Komarovia",2006,NA,NA,NA,"77076234-1","www.ipni.org/n/77076234-1"
"45","617385","Gimnospermas","Cupressaceae","Belis","jaculifolia","Belis jaculifolia","Salisb.","Trans. Linn. Soc. London 8: 315. 1807 ","Trans. Linn. Soc. London",1807,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1807&rft.spage=315&rft.volume=8&rft_id=http://www.biodiversitylibrary.org/bibliography/683&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"261720-1","www.ipni.org/n/261720-1"
"46","612813","Gimnospermas","Cupressaceae","Biota","orientalis","Biota orientalis","(L.) Endl.","Syn. Conif. 47. 1847 [May-Jun 1847] ","Syn. Conif.",1847,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1847&rft.spage=47&rft_id=http://www.biodiversitylibrary.org/bibliography/15336&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"261739-1","www.ipni.org/n/261739-1"
"47","617336","Gimnospermas","Cupressaceae","Biota","stricta","Biota stricta","Lindl. & Gord.","J. Hort. Soc. London v. (1850) 205. ","J. Hort. Soc. London",NA,NA,NA,NA,"261745-1","www.ipni.org/n/261745-1"
"48","617208","Gimnospermas","Cupressaceae","Callitris","preissii","Callitris preissii","Miq.","Pl. Preiss. [J.G.C.Lehmann] 1(4): 643. 1845 [3-5 Nov 1845] ","Pl. Preiss. [J.G.C.Lehmann]",1845,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1845&rft.issue=4&rft.spage=643&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/396&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"261780-1","www.ipni.org/n/261780-1"
"49","623885","Gimnospermas","Cupressaceae","Callitropsis","macrocarpa","Callitropsis macrocarpa","(Hartw. ex Gordon) D.P.Little","Syst. Bot. 31(3): 474. 2006 [12 Sep 2006] ","Syst. Bot.",2006,NA,NA,NA,"60443305-2","www.ipni.org/n/60443305-2"
"50","612703","Gimnospermas","Cupressaceae","Callitropsis","nootkatensis","Callitropsis nootkatensis","(D.Don) Florin",NA,NA,NA,NA,NA,NA,NA,NA
"51","617313","Gimnospermas","Cupressaceae","Calocedrus","decurrens","Calocedrus decurrens","(Torr.) Florin","Taxon 5: 192. 1956 ","Taxon",1956,NA,NA,NA,"42548-2","www.ipni.org/n/42548-2"
"52","617269","Gimnospermas","Cupressaceae","Chamaecyparis","boursieri","Chamaecyparis boursieri","Carrière","Traité Gén. Conif., ed. 2. 125. 1867 ","Traité Gén. Conif., ed. 2.",1867,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1867&rft.spage=125&rft_id=http://www.biodiversitylibrary.org/bibliography/50447&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"261829-1","www.ipni.org/n/261829-1"
"53","610308","Gimnospermas","Cupressaceae","Chamaecyparis","flifera","Chamaecyparis flifera","Veitch ex Sénécl.",NA,NA,NA,NA,NA,NA,NA,NA
"54","612630","Gimnospermas","Cupressaceae","Chamaecyparis","funebris","Chamaecyparis funebris","(Endl.) Franco","Agros xxiv. 93 (1941). ","Agros",NA,NA,NA,NA,"676711-1","www.ipni.org/n/676711-1"
"55","610309","Gimnospermas","Cupressaceae","Chamaecyparis","lawsoniana","Chamaecyparis lawsoniana","(A.Murray) Parl.","Ann. Mus. Imp. Fis. Firenze 1: 181. 1864 ","Ann. Mus. Imp. Fis. Firenze",1864,NA,NA,NA,"261839-1","www.ipni.org/n/261839-1"
"56","612706","Gimnospermas","Cupressaceae","Chamaecyparis","nootkatensis","Chamaecyparis nootkatensis","(D.Don) Spach","Hist. Nat. Vég. (Spach) 11: 333. 1841 [dt. 1842; publ. 25 Dec 1841] (as nutkatensis)","Hist. Nat. Vég. (Spach)",1841,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1841&rft.spage=333&rft.volume=11&rft_id=http://www.biodiversitylibrary.org/bibliography/44839&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004","For the comb. nov. and basionym, Spach cited the epithet as: nutkatensis (correctable error); other variations of this epithet: nutkaensis, nutkaënsis, nutkäensis",NA,"261844-1","www.ipni.org/n/261844-1"
"57","610310","Gimnospermas","Cupressaceae","Chamaecyparis","obtusa","Chamaecyparis obtusa","(Siebold & Zucc.) Endl.","Syn. Conif. 63. 1847 ","Syn. Conif.",1847,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/15191712&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"261845-1","www.ipni.org/n/261845-1"
"58","610311","Gimnospermas","Cupressaceae","Chamaecyparis","pisifera","Chamaecyparis pisifera","(Siebold & Zucc.) Endl.","Syn. Conif. 64. 1847 [May-Jun 1847] ","Syn. Conif.",1847,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1847&rft.spage=64&rft_id=http://www.biodiversitylibrary.org/bibliography/15336&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"261847-1","www.ipni.org/n/261847-1"
"59","612716","Gimnospermas","Cupressaceae","Chamaecyparis","plumosa","Chamaecyparis plumosa","Beissn.",NA,NA,NA,NA,NA,NA,NA,NA
"60","610312","Gimnospermas","Cupressaceae","Chamaecyparis","thyoides","Chamaecyparis thyoides","(L.) Britton, Sterns & Poggenb.","Prelim. Cat. 71. 1888 ","Prelim. Cat.",1888,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1888&rft.spage=71&rft_id=http://www.biodiversitylibrary.org/bibliography/62412&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"54814-2","www.ipni.org/n/54814-2"
"61","612721","Gimnospermas","Cupressaceae","Chamaecyparis","variegata","Chamaecyparis variegata","Carrière","Traité Gén. Conif. 133. 1855 ","Traité Gén. Conif.",1855,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1855&rft.spage=133&rft_id=http://www.biodiversitylibrary.org/bibliography/17188&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"261857-1","www.ipni.org/n/261857-1"
"62","612795","Gimnospermas","Cupressaceae","Cryptomeria","elegans","Cryptomeria elegans","Jacob-Makoy","Gard. Chron. 1863: 3. (1863) ","Gard. Chron.",1863,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1863&rft.spage=3&rft.volume=1863&rft_id=http://www.biodiversitylibrary.org/bibliography/48390&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"77239508-1","www.ipni.org/n/77239508-1"
"63","617245","Gimnospermas","Cupressaceae","Cryptomeria","fortunei","Cryptomeria fortunei","Hooibr.",NA,NA,NA,NA,NA,NA,NA,NA
"64","596741","Gimnospermas","Cupressaceae","Cryptomeria","japonica","Cryptomeria japonica","(Thunb. ex L.f.) D.Don","Ann. Nat. Hist. 1(3): 234. 1838 [1 May 1838] ","Ann. Nat. Hist.",1838,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1838&rft.issue=3&rft.spage=234&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/4227&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004","Also publ. in: Trans. Linn. Soc. London 18(2): 167. 1839 [1841 publ. 7-30 May 1839].",NA,"261870-1","www.ipni.org/n/261870-1"
"65","617246","Gimnospermas","Cupressaceae","Cryptomeria","mairei","Cryptomeria mairei","(H.Lév.) Nakai","J. Jap. Bot. 1937, xiii. 395. ","J. Jap. Bot.",NA,NA,NA,NA,"676720-1","www.ipni.org/n/676720-1"
"66","612799","Gimnospermas","Cupressaceae","Cunninghamia","konishii","Cunninghamia konishii","Hayata","Gard. Chron. ser. 3, 43: 194; et in Journ. Linn. Soc., Bot. xxxv. 299(1908). ","Gard. Chron.",1908,NA,NA,NA,"676724-1","www.ipni.org/n/676724-1"
"67","609600","Gimnospermas","Cupressaceae","Cunninghamia","lanceolata","Cunninghamia lanceolata","(Lamb.) Hook.",NA,NA,NA,NA,NA,NA,NA,NA
"68","612798","Gimnospermas","Cupressaceae","Cunninghamia","sinensis","Cunninghamia sinensis","R.Br.","Comm. Bot. Conif. Cycad. 80, t. 18, fig. 3. 1826 [Sep-Nov 1826] ","Comm. Bot. Conif. Cycad.",1826,NA,NA,NA,"261881-1","www.ipni.org/n/261881-1"
"69","612797","Gimnospermas","Cupressaceae","Cunninghamia","sinensis","Cunninghamia sinensis","R.Br. ex Rich. & A.Rich.",NA,NA,NA,NA,NA,NA,NA,NA
"70","617326","Gimnospermas","Cupressaceae","Cupressus","arbor-vitae","Cupressus arbor-vitae","O.Targ.Tozz.","Obs. Bot. Dec. iii-v. 71. ","Obs. Bot. Dec.",NA,NA,NA,NA,"261891-1","www.ipni.org/n/261891-1"
"71","612627","Gimnospermas","Cupressaceae","Cupressus","arizonica","Cupressus arizonica","Greene","Bull. Torrey Bot. Club 9(5): 64. 1882 [May 1882] ","Bull. Torrey Bot. Club",1882,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/648344&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"72649-2","www.ipni.org/n/72649-2"
"72","617267","Gimnospermas","Cupressaceae","Cupressus","attenuata","Cupressus attenuata","Gordon","Pinetum 57. 1858 ","Pinetum",1858,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1858&rft.spage=57&rft_id=http://www.biodiversitylibrary.org/bibliography/15649&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"261895-1","www.ipni.org/n/261895-1"
"73","612633","Gimnospermas","Cupressaceae","Cupressus","benthamii","Cupressus benthamii","Endl.","Syn. Conif. 59. 1847 [May-Jun 1847] ","Syn. Conif.",1847,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1847&rft.spage=59&rft_id=http://www.biodiversitylibrary.org/bibliography/15336&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"72665-2","www.ipni.org/n/72665-2"
"74","617270","Gimnospermas","Cupressaceae","Cupressus","boursieri","Cupressus boursieri","Carr.",NA,NA,NA,NA,NA,NA,NA,NA
"75","613003","Gimnospermas","Cupressaceae","Cupressus","columnaris","Cupressus columnaris","J.R.Forst.","Fl. Ins. Austr. 67. 1786 [Oct-Nov 1786] ","Fl. Ins. Austr.",1786,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1786&rft.spage=67&rft_id=http://www.biodiversitylibrary.org/bibliography/10725&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"261906-1","www.ipni.org/n/261906-1"
"76","612653","Gimnospermas","Cupressaceae","Cupressus","coulteri","Cupressus coulteri","J.Forbes","Pinet. Woburn. 190. 1839 [May 1839] ","Pinet. Woburn.",1839,NA,NA,NA,"261911-1","www.ipni.org/n/261911-1"
"77","593690","Gimnospermas","Cupressaceae","Cupressus","disticha","Cupressus disticha","L.",NA,NA,NA,NA,NA,NA,NA,NA
"78","623893","Gimnospermas","Cupressaceae","Cupressus","duclouxiana","Cupressus duclouxiana","B.Hickel","Cypres 91. 1914 [Mar-Jun 1914] ","Cypres",1914,NA,NA,NA,"676736-1","www.ipni.org/n/676736-1"
"79","612637","Gimnospermas","Cupressaceae","Cupressus","fastigiata","Cupressus fastigiata","DC.","Fl. Franc. [de Candolle & Lamarck], ed. 3. 5: 336. 1805 ","Fl. Franc. [de Candolle & Lamarck], ed. 3.",1805,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1805&rft.spage=336&rft.volume=5&rft_id=http://www.biodiversitylibrary.org/bibliography/112968&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"261920-1","www.ipni.org/n/261920-1"
